"workerid","story","explanansVariable","explanansValue","explanandumVariable","explanandumValue","response","utterance"
"75","story4","A",FALSE,"B",FALSE,0.04,"! B because ! A"
"75","story4","A",FALSE,"C",FALSE,0.79,"! C because ! A"
"75","story4","C",FALSE,"A",FALSE,0.14,"! A because ! C"
"75","story2","A",TRUE,"B",TRUE,0.87,"B because A"
"75","story2","B",TRUE,"B",TRUE,0.83,"B because B"
"75","story2","C",TRUE,"A",TRUE,0.99,"A because C"
"75","story2","C",TRUE,"B",TRUE,0.91,"B because C"
"75","story2","B",TRUE,"C",TRUE,1,"C because B"
"75","story2","A",TRUE,"C",TRUE,0.95,"C because A"
"75","story2","A",TRUE,"A",TRUE,0.48,"A because A"
"75","story2","C",TRUE,"C",TRUE,0.66,"C because C"
"75","story2","B",TRUE,"A",TRUE,0.35,"A because B"
"79","story3","B",TRUE,"C",FALSE,0.08,"! C because B"
"79","story3","C",FALSE,"A",TRUE,0.95,"A because ! C"
"79","story3","C",FALSE,"C",FALSE,0.02,"! C because ! C"
"79","story3","C",FALSE,"B",TRUE,0.94,"B because ! C"
"79","story3","B",TRUE,"B",TRUE,0.97,"B because B"
"79","story3","A",TRUE,"A",TRUE,0.97,"A because A"
"79","story3","A",TRUE,"C",FALSE,0.61,"! C because A"
"79","story3","A",TRUE,"B",TRUE,0.3,"B because A"
"79","story3","B",TRUE,"A",TRUE,0.02,"A because B"
"79","story4","D",FALSE,"C",FALSE,0.02,"! C because ! D"
"79","story4","C",FALSE,"A",FALSE,0.02,"! A because ! C"
"79","story4","B",FALSE,"C",FALSE,0.75,"! C because ! B"
"79","story4","C",FALSE,"B",FALSE,0.07,"! B because ! C"
"79","story4","C",FALSE,"C",FALSE,0.05,"! C because ! C"
"79","story4","B",FALSE,"B",FALSE,0.95,"! B because ! B"
"79","story4","A",FALSE,"D",FALSE,0.04,"! D because ! A"
"79","story4","A",FALSE,"C",FALSE,0.94,"! C because ! A"
"79","story4","A",FALSE,"B",FALSE,0.16,"! B because ! A"
"79","story4","B",FALSE,"D",FALSE,0.02,"! D because ! B"
"79","story4","D",FALSE,"A",FALSE,0.02,"! A because ! D"
"79","story4","D",FALSE,"D",FALSE,0.07,"! D because ! D"
"79","story4","B",FALSE,"A",FALSE,0,"! A because ! B"
"79","story4","A",FALSE,"A",FALSE,1,"! A because ! A"
"79","story4","C",FALSE,"D",FALSE,0.98,"! D because ! C"
"79","story4","D",FALSE,"B",FALSE,0.02,"! B because ! D"
"79","story6","C",TRUE,"B",FALSE,0,"! B because C"
"79","story6","B",FALSE,"A",FALSE,0.01,"! A because ! B"
"79","story6","B",FALSE,"B",FALSE,0.01,"! B because ! B"
"79","story6","A",FALSE,"A",FALSE,0.99,"! A because ! A"
"79","story6","A",FALSE,"C",TRUE,0.02,"C because ! A"
"79","story6","A",FALSE,"B",FALSE,0.99,"! B because ! A"
"79","story6","C",TRUE,"A",FALSE,0.01,"! A because C"
"79","story6","B",FALSE,"C",TRUE,0.98,"C because ! B"
"79","story6","C",TRUE,"C",TRUE,0.06,"C because C"
"79","story1","A",TRUE,"B",TRUE,0.02,"B because A"
"79","story1","A",TRUE,"A",TRUE,0.99,"A because A"
"79","story1","B",TRUE,"A",TRUE,0,"A because B"
"79","story1","B",TRUE,"B",TRUE,0.99,"B because B"
"79","story2","A",TRUE,"C",TRUE,0,"C because A"
"79","story2","B",TRUE,"C",TRUE,0.99,"C because B"
"79","story2","B",TRUE,"A",TRUE,0.01,"A because B"
"79","story2","C",TRUE,"C",TRUE,0,"C because C"
"79","story2","C",TRUE,"B",TRUE,0.01,"B because C"
"79","story2","A",TRUE,"B",TRUE,0.97,"B because A"
"79","story2","A",TRUE,"A",TRUE,0.97,"A because A"
"79","story2","B",TRUE,"B",TRUE,0.01,"B because B"
"79","story2","C",TRUE,"A",TRUE,0.01,"A because C"
"79","story5","A",TRUE,"A",TRUE,0.99,"A because A"
"79","story5","A",TRUE,"D",TRUE,0.02,"D because A"
"79","story5","D",TRUE,"C",TRUE,0.02,"C because D"
"79","story5","B",TRUE,"D",TRUE,0.02,"D because B"
"79","story5","A",TRUE,"B",TRUE,0.01,"B because A"
"79","story5","D",TRUE,"A",TRUE,0.01,"A because D"
"79","story5","D",TRUE,"D",TRUE,0.01,"D because D"
"79","story5","D",TRUE,"B",TRUE,0,"B because D"
"79","story5","C",TRUE,"C",TRUE,0.02,"C because C"
"79","story5","B",TRUE,"B",TRUE,0.99,"B because B"
"79","story5","C",TRUE,"B",TRUE,0.02,"B because C"
"79","story5","B",TRUE,"A",TRUE,0,"A because B"
"79","story5","A",TRUE,"C",TRUE,0.97,"C because A"
"79","story5","B",TRUE,"C",TRUE,0.92,"C because B"
"79","story5","C",TRUE,"D",TRUE,0.99,"D because C"
"79","story5","C",TRUE,"A",TRUE,0.01,"A because C"
"8","story3","C",FALSE,"B",TRUE,0.29,"B because ! C"
"8","story3","A",TRUE,"C",FALSE,0.7,"! C because A"
"8","story3","A",TRUE,"B",TRUE,0.02,"B because A"
"8","story3","C",FALSE,"C",FALSE,0.82,"! C because ! C"
"8","story3","B",TRUE,"A",TRUE,0.09,"A because B"
"8","story3","B",TRUE,"C",FALSE,0.93,"! C because B"
"8","story3","B",TRUE,"B",TRUE,0.77,"B because B"
"8","story3","C",FALSE,"A",TRUE,0.16,"A because ! C"
"8","story3","A",TRUE,"A",TRUE,0.74,"A because A"
"8","story4","B",FALSE,"A",FALSE,0.07,"! A because ! B"
"8","story4","D",FALSE,"C",FALSE,0.03,"! C because ! D"
"8","story4","C",FALSE,"B",FALSE,0.03,"! B because ! C"
"8","story4","A",FALSE,"C",FALSE,0.94,"! C because ! A"
"8","story4","D",FALSE,"D",FALSE,0.17,"! D because ! D"
"8","story4","C",FALSE,"A",FALSE,0.03,"! A because ! C"
"8","story4","D",FALSE,"A",FALSE,0.02,"! A because ! D"
"8","story4","B",FALSE,"D",FALSE,0.84,"! D because ! B"
"8","story4","A",FALSE,"A",FALSE,0.84,"! A because ! A"
"8","story4","C",FALSE,"D",FALSE,0.98,"! D because ! C"
"8","story4","B",FALSE,"B",FALSE,0.78,"! B because ! B"
"8","story4","C",FALSE,"C",FALSE,0.8,"! C because ! C"
"8","story4","D",FALSE,"B",FALSE,0.05,"! B because ! D"
"8","story4","A",FALSE,"D",FALSE,0.95,"! D because ! A"
"8","story4","B",FALSE,"C",FALSE,1,"! C because ! B"
"8","story4","A",FALSE,"B",FALSE,0.19,"! B because ! A"
"8","story2","C",TRUE,"C",TRUE,0.14,"C because C"
"8","story2","B",TRUE,"C",TRUE,0.98,"C because B"
"8","story2","A",TRUE,"A",TRUE,0.98,"A because A"
"8","story2","B",TRUE,"A",TRUE,0.02,"A because B"
"8","story2","A",TRUE,"B",TRUE,1,"B because A"
"8","story2","C",TRUE,"A",TRUE,0.05,"A because C"
"8","story2","A",TRUE,"C",TRUE,0.99,"C because A"
"8","story2","B",TRUE,"B",TRUE,0,"B because B"
"8","story2","C",TRUE,"B",TRUE,0.06,"B because C"
"8","story5","B",TRUE,"C",TRUE,0.95,"C because B"
"8","story5","B",TRUE,"D",TRUE,0.97,"D because B"
"8","story5","A",TRUE,"A",TRUE,0.89,"A because A"
"8","story5","A",TRUE,"C",TRUE,0.99,"C because A"
"8","story5","D",TRUE,"D",TRUE,0.02,"D because D"
"8","story5","D",TRUE,"B",TRUE,0.01,"B because D"
"8","story5","C",TRUE,"A",TRUE,0.01,"A because C"
"8","story5","C",TRUE,"B",TRUE,0.01,"B because C"
"8","story5","A",TRUE,"B",TRUE,0.2,"B because A"
"8","story5","B",TRUE,"A",TRUE,0,"A because B"
"8","story5","C",TRUE,"D",TRUE,0.98,"D because C"
"8","story5","B",TRUE,"B",TRUE,0.75,"B because B"
"8","story5","A",TRUE,"D",TRUE,0.99,"D because A"
"8","story5","C",TRUE,"C",TRUE,0.06,"C because C"
"8","story5","D",TRUE,"C",TRUE,0.06,"C because D"
"8","story5","D",TRUE,"A",TRUE,0.04,"A because D"
"8","story1","B",TRUE,"B",TRUE,0.81,"B because B"
"8","story1","B",TRUE,"A",TRUE,0.03,"A because B"
"8","story1","A",TRUE,"B",TRUE,0.01,"B because A"
"8","story1","A",TRUE,"A",TRUE,0.79,"A because A"
"8","story6","A",FALSE,"B",FALSE,0.64,"! B because ! A"
"8","story6","C",TRUE,"C",TRUE,0.29,"C because C"
"8","story6","B",FALSE,"C",TRUE,0.49,"C because ! B"
"8","story6","B",FALSE,"B",FALSE,0.7,"! B because ! B"
"8","story6","B",FALSE,"A",FALSE,0.03,"! A because ! B"
"8","story6","C",TRUE,"A",FALSE,0.01,"! A because C"
"8","story6","A",FALSE,"A",FALSE,0.79,"! A because ! A"
"8","story6","C",TRUE,"B",FALSE,0.02,"! B because C"
"8","story6","A",FALSE,"C",TRUE,0.44,"C because ! A"
"18","story1","B",TRUE,"B",TRUE,0.99,"B because B"
"18","story1","A",TRUE,"B",TRUE,0.01,"B because A"
"18","story1","B",TRUE,"A",TRUE,0.01,"A because B"
"18","story1","A",TRUE,"A",TRUE,0.98,"A because A"
"18","story4","A",FALSE,"A",FALSE,0.99,"! A because ! A"
"18","story4","C",FALSE,"C",FALSE,0,"! C because ! C"
"18","story4","B",FALSE,"B",FALSE,0.98,"! B because ! B"
"18","story4","C",FALSE,"B",FALSE,0.01,"! B because ! C"
"18","story4","A",FALSE,"B",FALSE,0.01,"! B because ! A"
"18","story4","D",FALSE,"C",FALSE,0,"! C because ! D"
"18","story4","B",FALSE,"A",FALSE,0.01,"! A because ! B"
"18","story4","B",FALSE,"C",FALSE,0.98,"! C because ! B"
"18","story4","D",FALSE,"A",FALSE,0.01,"! A because ! D"
"18","story4","A",FALSE,"D",FALSE,0.98,"! D because ! A"
"18","story4","D",FALSE,"D",FALSE,0.02,"! D because ! D"
"18","story4","A",FALSE,"C",FALSE,0.99,"! C because ! A"
"18","story4","C",FALSE,"A",FALSE,0.01,"! A because ! C"
"18","story4","C",FALSE,"D",FALSE,1,"! D because ! C"
"18","story4","B",FALSE,"D",FALSE,0.99,"! D because ! B"
"18","story4","D",FALSE,"B",FALSE,0.01,"! B because ! D"
"18","story5","C",TRUE,"A",TRUE,0,"A because C"
"18","story5","D",TRUE,"C",TRUE,0.02,"C because D"
"18","story5","A",TRUE,"A",TRUE,0.99,"A because A"
"18","story5","B",TRUE,"D",TRUE,0.48,"D because B"
"18","story5","C",TRUE,"C",TRUE,0,"C because C"
"18","story5","A",TRUE,"D",TRUE,0.97,"D because A"
"18","story5","B",TRUE,"A",TRUE,0.01,"A because B"
"18","story5","D",TRUE,"D",TRUE,0.01,"D because D"
"18","story5","C",TRUE,"D",TRUE,0.99,"D because C"
"18","story5","B",TRUE,"B",TRUE,0.99,"B because B"
"18","story5","A",TRUE,"B",TRUE,0.02,"B because A"
"18","story5","D",TRUE,"B",TRUE,0,"B because D"
"18","story5","B",TRUE,"C",TRUE,0.69,"C because B"
"18","story5","D",TRUE,"A",TRUE,0.01,"A because D"
"18","story5","C",TRUE,"B",TRUE,0.02,"B because C"
"18","story5","A",TRUE,"C",TRUE,0.99,"C because A"
"18","story3","A",TRUE,"A",TRUE,0.97,"A because A"
"18","story3","B",TRUE,"B",TRUE,0.01,"B because B"
"18","story3","C",FALSE,"B",TRUE,0,"B because ! C"
"18","story3","A",TRUE,"C",FALSE,0.97,"! C because A"
"18","story3","B",TRUE,"C",FALSE,0.99,"! C because B"
"18","story3","B",TRUE,"A",TRUE,0,"A because B"
"18","story3","A",TRUE,"B",TRUE,0.02,"B because A"
"18","story3","C",FALSE,"A",TRUE,0,"A because ! C"
"18","story3","C",FALSE,"C",FALSE,0.02,"! C because ! C"
"18","story6","A",FALSE,"C",TRUE,0.79,"C because ! A"
"18","story6","C",TRUE,"B",FALSE,0.98,"! B because C"
"18","story6","C",TRUE,"A",FALSE,0.02,"! A because C"
"18","story6","C",TRUE,"C",TRUE,0,"C because C"
"18","story6","B",FALSE,"C",TRUE,1,"C because ! B"
"18","story6","B",FALSE,"B",FALSE,0.02,"! B because ! B"
"18","story6","A",FALSE,"A",FALSE,0.98,"! A because ! A"
"18","story6","A",FALSE,"B",FALSE,0.98,"! B because ! A"
"18","story6","B",FALSE,"A",FALSE,0.01,"! A because ! B"
"18","story2","B",TRUE,"B",TRUE,0.01,"B because B"
"18","story2","C",TRUE,"A",TRUE,0.02,"A because C"
"18","story2","B",TRUE,"A",TRUE,0,"A because B"
"18","story2","A",TRUE,"C",TRUE,0.99,"C because A"
"18","story2","A",TRUE,"A",TRUE,0.97,"A because A"
"18","story2","B",TRUE,"C",TRUE,0.99,"C because B"
"18","story2","A",TRUE,"B",TRUE,0.98,"B because A"
"18","story2","C",TRUE,"B",TRUE,0.01,"B because C"
"18","story2","C",TRUE,"C",TRUE,0.02,"C because C"
"24","story1","B",TRUE,"B",TRUE,1,"B because B"
"24","story1","B",TRUE,"A",TRUE,0,"A because B"
"24","story1","A",TRUE,"B",TRUE,0,"B because A"
"24","story1","A",TRUE,"A",TRUE,1,"A because A"
"24","story6","A",FALSE,"A",FALSE,1,"! A because ! A"
"24","story6","A",FALSE,"C",TRUE,0,"C because ! A"
"24","story6","C",TRUE,"A",FALSE,0,"! A because C"
"24","story6","B",FALSE,"C",TRUE,0,"C because ! B"
"24","story6","C",TRUE,"C",TRUE,1,"C because C"
"24","story6","B",FALSE,"A",FALSE,1,"! A because ! B"
"24","story6","C",TRUE,"B",FALSE,1,"! B because C"
"24","story6","A",FALSE,"B",FALSE,0.49,"! B because ! A"
"24","story6","B",FALSE,"B",FALSE,1,"! B because ! B"
"24","story4","C",FALSE,"D",FALSE,1,"! D because ! C"
"24","story4","A",FALSE,"A",FALSE,1,"! A because ! A"
"24","story4","B",FALSE,"B",FALSE,1,"! B because ! B"
"24","story4","D",FALSE,"C",FALSE,0,"! C because ! D"
"24","story4","A",FALSE,"C",FALSE,0.49,"! C because ! A"
"24","story4","C",FALSE,"C",FALSE,1,"! C because ! C"
"24","story4","D",FALSE,"D",FALSE,1,"! D because ! D"
"24","story4","C",FALSE,"B",FALSE,0,"! B because ! C"
"24","story4","B",FALSE,"A",FALSE,0,"! A because ! B"
"24","story4","A",FALSE,"D",FALSE,0,"! D because ! A"
"24","story4","D",FALSE,"B",FALSE,0,"! B because ! D"
"24","story4","B",FALSE,"C",FALSE,0,"! C because ! B"
"24","story4","B",FALSE,"D",FALSE,0,"! D because ! B"
"24","story4","D",FALSE,"A",FALSE,0,"! A because ! D"
"24","story4","A",FALSE,"B",FALSE,0,"! B because ! A"
"24","story4","C",FALSE,"A",FALSE,0,"! A because ! C"
"24","story3","A",TRUE,"B",TRUE,0,"B because A"
"24","story3","C",FALSE,"A",TRUE,0,"A because ! C"
"24","story3","A",TRUE,"A",TRUE,1,"A because A"
"24","story3","C",FALSE,"C",FALSE,1,"! C because ! C"
"24","story3","A",TRUE,"C",FALSE,0.48,"! C because A"
"24","story3","B",TRUE,"A",TRUE,0,"A because B"
"24","story3","B",TRUE,"C",FALSE,0.46,"! C because B"
"24","story3","C",FALSE,"B",TRUE,0,"B because ! C"
"24","story3","B",TRUE,"B",TRUE,1,"B because B"
"24","story2","B",TRUE,"C",TRUE,1,"C because B"
"24","story2","B",TRUE,"B",TRUE,1,"B because B"
"24","story2","A",TRUE,"A",TRUE,1,"A because A"
"24","story2","A",TRUE,"C",TRUE,0,"C because A"
"24","story2","C",TRUE,"B",TRUE,0,"B because C"
"24","story2","A",TRUE,"B",TRUE,0.93,"B because A"
"24","story2","C",TRUE,"A",TRUE,0,"A because C"
"24","story2","B",TRUE,"A",TRUE,0.88,"A because B"
"24","story2","C",TRUE,"C",TRUE,1,"C because C"
"24","story5","D",TRUE,"B",TRUE,0,"B because D"
"24","story5","B",TRUE,"C",TRUE,0.88,"C because B"
"24","story5","C",TRUE,"C",TRUE,1,"C because C"
"24","story5","A",TRUE,"A",TRUE,1,"A because A"
"24","story5","A",TRUE,"D",TRUE,0.83,"D because A"
"24","story5","C",TRUE,"D",TRUE,0.95,"D because C"
"24","story5","B",TRUE,"D",TRUE,0.92,"D because B"
"24","story5","A",TRUE,"C",TRUE,1,"C because A"
"24","story5","A",TRUE,"B",TRUE,0,"B because A"
"24","story5","D",TRUE,"D",TRUE,1,"D because D"
"24","story5","C",TRUE,"A",TRUE,0,"A because C"
"24","story5","C",TRUE,"B",TRUE,0,"B because C"
"24","story5","B",TRUE,"A",TRUE,0,"A because B"
"24","story5","B",TRUE,"B",TRUE,1,"B because B"
"24","story5","D",TRUE,"A",TRUE,0,"A because D"
"24","story5","D",TRUE,"C",TRUE,0,"C because D"
"26","story5","C",TRUE,"D",TRUE,1,"D because C"
"26","story5","D",TRUE,"B",TRUE,0.02,"B because D"
"26","story5","C",TRUE,"A",TRUE,0,"A because C"
"26","story5","A",TRUE,"C",TRUE,0.98,"C because A"
"26","story5","B",TRUE,"C",TRUE,0.99,"C because B"
"26","story5","B",TRUE,"D",TRUE,0.13,"D because B"
"26","story5","C",TRUE,"B",TRUE,0.37,"B because C"
"26","story5","D",TRUE,"A",TRUE,0,"A because D"
"26","story5","B",TRUE,"B",TRUE,1,"B because B"
"26","story5","D",TRUE,"D",TRUE,0.99,"D because D"
"26","story5","A",TRUE,"D",TRUE,0.01,"D because A"
"26","story5","A",TRUE,"B",TRUE,0.01,"B because A"
"26","story5","D",TRUE,"C",TRUE,0.98,"C because D"
"26","story5","A",TRUE,"A",TRUE,0.98,"A because A"
"26","story5","B",TRUE,"A",TRUE,0.01,"A because B"
"26","story5","C",TRUE,"C",TRUE,0.99,"C because C"
"26","story6","B",FALSE,"A",FALSE,0.31,"! A because ! B"
"26","story6","B",FALSE,"B",FALSE,0.99,"! B because ! B"
"26","story6","A",FALSE,"B",FALSE,0.99,"! B because ! A"
"26","story6","C",TRUE,"A",FALSE,0.98,"! A because C"
"26","story6","B",FALSE,"C",TRUE,1,"C because ! B"
"26","story6","A",FALSE,"C",TRUE,0,"C because ! A"
"26","story6","C",TRUE,"B",FALSE,0.99,"! B because C"
"26","story6","C",TRUE,"C",TRUE,0.99,"C because C"
"26","story6","A",FALSE,"A",FALSE,0.99,"! A because ! A"
"26","story1","B",TRUE,"A",TRUE,0.02,"A because B"
"26","story1","A",TRUE,"A",TRUE,0.99,"A because A"
"26","story1","B",TRUE,"B",TRUE,0.99,"B because B"
"26","story1","A",TRUE,"B",TRUE,0.03,"B because A"
"26","story2","B",TRUE,"C",TRUE,0.77,"C because B"
"26","story2","C",TRUE,"C",TRUE,0.99,"C because C"
"26","story2","A",TRUE,"A",TRUE,0.99,"A because A"
"26","story2","C",TRUE,"A",TRUE,0.01,"A because C"
"26","story2","A",TRUE,"C",TRUE,0,"C because A"
"26","story2","B",TRUE,"B",TRUE,0.99,"B because B"
"26","story2","B",TRUE,"A",TRUE,0.02,"A because B"
"26","story2","A",TRUE,"B",TRUE,1,"B because A"
"26","story2","C",TRUE,"B",TRUE,0.99,"B because C"
"26","story3","C",FALSE,"B",TRUE,0.74,"B because ! C"
"26","story3","C",FALSE,"A",TRUE,0.99,"A because ! C"
"26","story3","C",FALSE,"C",FALSE,0.97,"! C because ! C"
"26","story3","A",TRUE,"A",TRUE,0.99,"A because A"
"26","story3","B",TRUE,"C",FALSE,0.03,"! C because B"
"26","story3","A",TRUE,"B",TRUE,0.01,"B because A"
"26","story3","A",TRUE,"C",FALSE,0.99,"! C because A"
"26","story3","B",TRUE,"A",TRUE,0.03,"A because B"
"26","story3","B",TRUE,"B",TRUE,0.02,"B because B"
"26","story4","A",FALSE,"C",FALSE,0.99,"! C because ! A"
"26","story4","D",FALSE,"A",FALSE,0.01,"! A because ! D"
"26","story4","C",FALSE,"B",FALSE,0.02,"! B because ! C"
"26","story4","B",FALSE,"C",FALSE,0.98,"! C because ! B"
"26","story4","B",FALSE,"B",FALSE,0.98,"! B because ! B"
"26","story4","A",FALSE,"A",FALSE,0.99,"! A because ! A"
"26","story4","B",FALSE,"D",FALSE,0.73,"! D because ! B"
"26","story4","C",FALSE,"D",FALSE,0.98,"! D because ! C"
"26","story4","B",FALSE,"A",FALSE,0.01,"! A because ! B"
"26","story4","C",FALSE,"C",FALSE,0.99,"! C because ! C"
"26","story4","D",FALSE,"D",FALSE,1,"! D because ! D"
"26","story4","D",FALSE,"C",FALSE,0.02,"! C because ! D"
"26","story4","A",FALSE,"D",FALSE,0.46,"! D because ! A"
"26","story4","C",FALSE,"A",FALSE,0.02,"! A because ! C"
"26","story4","A",FALSE,"B",FALSE,0.02,"! B because ! A"
"26","story4","D",FALSE,"B",FALSE,0.01,"! B because ! D"
"29","story4","C",FALSE,"C",FALSE,0.95,"! C because ! C"
"29","story4","A",FALSE,"A",FALSE,0.16,"! A because ! A"
"29","story4","B",FALSE,"D",FALSE,0.69,"! D because ! B"
"29","story4","A",FALSE,"D",FALSE,0.76,"! D because ! A"
"29","story4","A",FALSE,"C",FALSE,0.81,"! C because ! A"
"29","story4","B",FALSE,"C",FALSE,0.9,"! C because ! B"
"29","story4","C",FALSE,"B",FALSE,0.51,"! B because ! C"
"29","story4","D",FALSE,"D",FALSE,0.13,"! D because ! D"
"29","story4","A",FALSE,"B",FALSE,0.25,"! B because ! A"
"29","story4","C",FALSE,"D",FALSE,0.81,"! D because ! C"
"29","story4","C",FALSE,"A",FALSE,0.36,"! A because ! C"
"29","story4","B",FALSE,"B",FALSE,0.78,"! B because ! B"
"29","story4","D",FALSE,"B",FALSE,0.79,"! B because ! D"
"29","story4","B",FALSE,"A",FALSE,0.76,"! A because ! B"
"29","story4","D",FALSE,"C",FALSE,0.18,"! C because ! D"
"29","story4","D",FALSE,"A",FALSE,0.81,"! A because ! D"
"29","story1","A",TRUE,"A",TRUE,0.27,"A because A"
"29","story1","B",TRUE,"A",TRUE,0.68,"A because B"
"29","story1","B",TRUE,"B",TRUE,0.67,"B because B"
"29","story1","A",TRUE,"B",TRUE,0.73,"B because A"
"29","story3","C",FALSE,"C",FALSE,0.33,"! C because ! C"
"29","story3","B",TRUE,"C",FALSE,0.84,"! C because B"
"29","story3","A",TRUE,"C",FALSE,0.83,"! C because A"
"29","story3","A",TRUE,"B",TRUE,0.84,"B because A"
"29","story3","C",FALSE,"A",TRUE,0.79,"A because ! C"
"29","story3","A",TRUE,"A",TRUE,0.11,"A because A"
"29","story3","B",TRUE,"B",TRUE,0.29,"B because B"
"29","story3","B",TRUE,"A",TRUE,0.22,"A because B"
"29","story3","C",FALSE,"B",TRUE,0.83,"B because ! C"
"29","story6","B",FALSE,"C",TRUE,0.21,"C because ! B"
"29","story6","C",TRUE,"A",FALSE,0.26,"! A because C"
"29","story6","A",FALSE,"C",TRUE,0.72,"C because ! A"
"29","story6","B",FALSE,"A",FALSE,0.79,"! A because ! B"
"29","story6","B",FALSE,"B",FALSE,0.76,"! B because ! B"
"29","story6","A",FALSE,"A",FALSE,0.19,"! A because ! A"
"29","story6","C",TRUE,"B",FALSE,0.32,"! B because C"
"29","story6","A",FALSE,"B",FALSE,0.76,"! B because ! A"
"29","story6","C",TRUE,"C",TRUE,0.22,"C because C"
"29","story5","B",TRUE,"B",TRUE,0.66,"B because B"
"29","story5","A",TRUE,"B",TRUE,0.3,"B because A"
"29","story5","C",TRUE,"B",TRUE,0.69,"B because C"
"29","story5","A",TRUE,"C",TRUE,0.29,"C because A"
"29","story5","A",TRUE,"D",TRUE,0.78,"D because A"
"29","story5","A",TRUE,"A",TRUE,0.87,"A because A"
"29","story5","C",TRUE,"D",TRUE,0.24,"D because C"
"29","story5","D",TRUE,"C",TRUE,0.84,"C because D"
"29","story5","C",TRUE,"A",TRUE,0.17,"A because C"
"29","story5","B",TRUE,"C",TRUE,0.19,"C because B"
"29","story5","D",TRUE,"A",TRUE,0.7,"A because D"
"29","story5","B",TRUE,"D",TRUE,0.76,"D because B"
"29","story5","D",TRUE,"D",TRUE,0.83,"D because D"
"29","story5","D",TRUE,"B",TRUE,0.86,"B because D"
"29","story5","C",TRUE,"C",TRUE,0.27,"C because C"
"29","story5","B",TRUE,"A",TRUE,0.32,"A because B"
"29","story2","A",TRUE,"A",TRUE,0.17,"A because A"
"29","story2","B",TRUE,"A",TRUE,0.11,"A because B"
"29","story2","B",TRUE,"C",TRUE,0.76,"C because B"
"29","story2","A",TRUE,"C",TRUE,0.56,"C because A"
"29","story2","A",TRUE,"B",TRUE,0.13,"B because A"
"29","story2","B",TRUE,"B",TRUE,0.8,"B because B"
"29","story2","C",TRUE,"C",TRUE,0.89,"C because C"
"29","story2","C",TRUE,"A",TRUE,0.14,"A because C"
"29","story2","C",TRUE,"B",TRUE,0.23,"B because C"
"50","story2","B",TRUE,"A",TRUE,0,"A because B"
"50","story2","A",TRUE,"C",TRUE,0.03,"C because A"
"50","story2","A",TRUE,"A",TRUE,0.98,"A because A"
"50","story2","C",TRUE,"B",TRUE,0.02,"B because C"
"50","story2","B",TRUE,"C",TRUE,0.98,"C because B"
"50","story2","C",TRUE,"A",TRUE,0.24,"A because C"
"50","story2","B",TRUE,"B",TRUE,0.98,"B because B"
"50","story2","A",TRUE,"B",TRUE,0.99,"B because A"
"50","story2","C",TRUE,"C",TRUE,0.03,"C because C"
"50","story1","A",TRUE,"A",TRUE,0.98,"A because A"
"50","story1","A",TRUE,"B",TRUE,0,"B because A"
"50","story1","B",TRUE,"B",TRUE,0.98,"B because B"
"50","story1","B",TRUE,"A",TRUE,0.02,"A because B"
"50","story6","B",FALSE,"C",TRUE,0.98,"C because ! B"
"50","story6","A",FALSE,"B",FALSE,0.97,"! B because ! A"
"50","story6","A",FALSE,"C",TRUE,0.97,"C because ! A"
"50","story6","A",FALSE,"A",FALSE,0.98,"! A because ! A"
"50","story6","C",TRUE,"C",TRUE,0,"C because C"
"50","story6","C",TRUE,"B",FALSE,0,"! B because C"
"50","story6","C",TRUE,"A",FALSE,0.02,"! A because C"
"50","story6","B",FALSE,"A",FALSE,0,"! A because ! B"
"50","story6","B",FALSE,"B",FALSE,0.03,"! B because ! B"
"50","story4","A",FALSE,"B",FALSE,0,"! B because ! A"
"50","story4","A",FALSE,"C",FALSE,0.98,"! C because ! A"
"50","story4","B",FALSE,"C",FALSE,0.27,"! C because ! B"
"50","story4","D",FALSE,"A",FALSE,0.04,"! A because ! D"
"50","story4","C",FALSE,"C",FALSE,0.01,"! C because ! C"
"50","story4","D",FALSE,"C",FALSE,0.33,"! C because ! D"
"50","story4","B",FALSE,"B",FALSE,0.98,"! B because ! B"
"50","story4","C",FALSE,"D",FALSE,0.99,"! D because ! C"
"50","story4","C",FALSE,"A",FALSE,0.02,"! A because ! C"
"50","story4","D",FALSE,"D",FALSE,0.01,"! D because ! D"
"50","story4","C",FALSE,"B",FALSE,0.04,"! B because ! C"
"50","story4","A",FALSE,"A",FALSE,0.98,"! A because ! A"
"50","story4","B",FALSE,"A",FALSE,0.03,"! A because ! B"
"50","story4","A",FALSE,"D",FALSE,0,"! D because ! A"
"50","story4","D",FALSE,"B",FALSE,0.02,"! B because ! D"
"50","story4","B",FALSE,"D",FALSE,0.02,"! D because ! B"
"50","story5","D",TRUE,"D",TRUE,0.02,"D because D"
"50","story5","B",TRUE,"D",TRUE,0.01,"D because B"
"50","story5","B",TRUE,"C",TRUE,0.7,"C because B"
"50","story5","A",TRUE,"D",TRUE,0.04,"D because A"
"50","story5","D",TRUE,"C",TRUE,0.98,"C because D"
"50","story5","D",TRUE,"A",TRUE,0.13,"A because D"
"50","story5","A",TRUE,"A",TRUE,0.97,"A because A"
"50","story5","B",TRUE,"A",TRUE,0.98,"A because B"
"50","story5","A",TRUE,"C",TRUE,0.68,"C because A"
"50","story5","B",TRUE,"B",TRUE,0.98,"B because B"
"50","story5","A",TRUE,"B",TRUE,0.02,"B because A"
